year,iso_code,country,Y,X1,X2,X3,X4,X5,D
2013,MYS,Malaysia,108.6439105,10.77233343,56.27156497,5.37,7.64,25736.35256,HighFreedom
2014,MYS,Malaysia,105.5917985,10.5993196,54.97790293,5.4,7.66,26818.43173,HighFreedom
2015,MYS,Malaysia,104.2358861,10.46202079,53.11288279,5.33,7.63,27699.62789,HighFreedom
2016,MYS,Malaysia,99.11675462,10.18042792,49.36937506,5.36,7.66,28425.37076,HighFreedom
2017,MYS,Malaysia,94.61841139,9.945991654,49.45723893,5.43,7.71,29551.54576,HighFreedom
2018,MYS,Malaysia,95.84912845,9.925539846,48.69743266,5.54,7.74,30459.96553,HighFreedom
2019,MYS,Malaysia,94.2767033,9.728262737,54.14092986,5.55,7.75,31300.50866,HighFreedom
2020,MYS,Malaysia,103.659997,8.626553362,53.42409363,5.55,7.55,29200.45263,HighFreedom
2021,MYS,Malaysia,101.8938832,8.331232121,51.98262382,5.43,7.47,29822.84918,HighFreedom
2022,MYS,Malaysia,92.83788705,8.045347373,50.66626607,5.43,7.51,32079.15152,HighFreedom
2023,MYS,Malaysia,97.32518798,7.898201994,50.54702742,5.71,7.66,32812.29975,HighFreedom
2013,NAM,Namibia,42.05133342,12.74554431,52.80296929,6.24,5.76,11593.57538,LowFreedom
2014,NAM,Namibia,41.70697093,13.22342892,55.41570984,6.25,5.59,11982.69636,LowFreedom
2015,NAM,Namibia,41.71974756,13.20082973,56.51812527,6.36,5.8,12166.56584,LowFreedom
2016,NAM,Namibia,191.7687262,14.8595226,65.12347294,6.41,5.15,11846.78808,LowFreedom
2017,NAM,Namibia,107.4058832,10.01464405,67.26817516,6.4,5.65,11408.72531,LowFreedom
2018,NAM,Namibia,104.7438944,10.80992105,68.72898668,6.31,5.29,11214.38604,LowFreedom
2019,NAM,Namibia,92.92045107,10.53604525,68.18497464,6.23,5.78,10813.30447,LowFreedom
2020,NAM,Namibia,61.09868651,10.08561698,68.09248919,6.23,5.47,9652.248272,LowFreedom
2021,NAM,Namibia,53.36492908,8.689853999,67.87173548,6.19,5.16,9709.099306,LowFreedom
2022,NAM,Namibia,52.94559326,8.467906634,68.46274841,6.23,5.16,9953.097522,LowFreedom
2023,NAM,Namibia,25.69746932,7.157895643,67.27345529,6.16,5.52,10137.67261,LowFreedom
2013,NGA,Nigeria,20.67619698,5.625058667,12.68298096,3.81,6.12,5775.866347,LowFreedom
2014,NGA,Nigeria,19.96499326,5.340874156,15.42069753,3.87,6.25,5980.191816,LowFreedom
2015,NGA,Nigeria,18.16680558,4.747331924,15.45331896,3.95,6.2,5985.094352,LowFreedom
2016,NGA,Nigeria,17.88391726,4.514944549,15.93649934,3.92,6.33,5744.557879,LowFreedom
2017,NGA,Nigeria,16.65723172,4.21954775,15.52654759,3.92,6.61,5651.734132,LowFreedom
2018,NGA,Nigeria,16.59217602,4.090300554,16.09745133,3.95,6.62,5628.740794,LowFreedom
2019,NGA,Nigeria,16.30831225,4.552192714,16.36149206,3.95,6.6,5628.177652,LowFreedom
2020,NGA,Nigeria,20.50434157,4.233729874,15.37383377,3.95,6.51,5410.693555,LowFreedom
2021,NGA,Nigeria,21.33504434,4.077548701,15.37521042,4.05,6.48,5491.700341,LowFreedom
2022,NGA,Nigeria,21.89803071,3.5087404,14.00099359,3.98,6.47,5552.83765,LowFreedom
2023,NGA,Nigeria,29.3730058,3.429105479,13.0331509,4,6.39,5593.056614,LowFreedom
2013,NIC,Nicaragua,31.70848661,7.576726191,14.75467732,3.92,6.26,6494.149611,LowFreedom
2014,NIC,Nicaragua,32.20167283,7.772788202,16.37662923,3.72,6.19,6712.217498,LowFreedom
2015,NIC,Nicaragua,34.23231049,8.296580202,18.67929473,3.95,6.19,6939.032862,LowFreedom
2016,NIC,Nicaragua,34.62554669,11.3427084,18.33188765,4.09,6.2,7158.757998,LowFreedom
2017,NIC,Nicaragua,35.97296871,11.43754982,17.99969962,4.07,6.22,7391.196839,LowFreedom
2018,NIC,Nicaragua,28.38579413,9.666525299,22.69137394,3.94,6,7049.027534,LowFreedom
2019,NIC,Nicaragua,36.13394401,9.002669158,22.59580823,3.93,6.08,6756.593758,LowFreedom
2020,NIC,Nicaragua,31.01572643,8.16558314,21.97921038,3.87,6.06,6523.36985,LowFreedom
2021,NIC,Nicaragua,30.26423766,8.154571078,22.13998322,3.61,6,7119.169234,LowFreedom
2022,NIC,Nicaragua,30.44196916,8.024968634,21.79412534,3.48,5.9,7277.822648,LowFreedom
2023,NIC,Nicaragua,29.64586248,7.9489051,23.37060901,3.43,5.86,7496.529269,LowFreedom
2013,NLD,Netherlands,82.33310846,17.35341852,52.98605827,8.8,7.25,61281.28881,HighFreedom
2014,NLD,Netherlands,90.82411988,14.7780451,53.59894254,8.9,7.28,62045.85638,HighFreedom
2015,NLD,Netherlands,87.55018415,13.9716857,49.59842203,8.97,7.28,63081.39414,HighFreedom
2016,NLD,Netherlands,88.19120353,12.43455612,47.41991742,8.96,7.38,64267.73636,HighFreedom
2017,NLD,Netherlands,87.24517587,11.89935846,44.51112482,8.95,7.41,65666.00366,HighFreedom
2018,NLD,Netherlands,85.34612517,10.9295454,41.03070173,8.93,7.37,66758.26401,HighFreedom
2019,NLD,Netherlands,84.28462448,9.229433375,41.01209638,8.93,7.4,67847.85429,HighFreedom
2020,NLD,Netherlands,93.81074219,6.985017206,35.99186395,8.88,7.08,64862.19225,HighFreedom
2021,NLD,Netherlands,93.97061298,5.446187517,33.17652767,8.92,7.16,68573.56488,HighFreedom
2022,NLD,Netherlands,89.82944598,5.17895941,34.15043209,8.93,7.15,71324.03603,HighFreedom
2023,NLD,Netherlands,82.67842139,4.576347891,33.45877406,8.93,7.25,70673.969,HighFreedom
2013,NPL,Nepal,52.36923419,8.352780942,8.253670819,4.56,6.85,3426.557959,LowFreedom
2014,NPL,Nepal,53.95071706,8.586966477,8.995351059,4.66,6.86,3621.731689,LowFreedom
2015,NPL,Nepal,60.35950215,9.136282087,9.238273485,4.76,6.87,3745.261822,LowFreedom
2016,NPL,Nepal,67.65596844,10.05330744,10.11160284,4.76,7.09,3743.744578,LowFreedom
2017,NPL,Nepal,68.02590793,12.09608686,10.93482048,4.71,7.11,4071.704318,LowFreedom
2018,NPL,Nepal,71.51476946,15.74476543,14.53643411,5.04,7.07,4371.385718,LowFreedom
2019,NPL,Nepal,74.63446343,18.2695826,16.89872689,4.97,7.1,4607.524547,LowFreedom
2020,NPL,Nepal,89.74972698,21.90120857,20.27194823,4.95,7.11,4412.542044,LowFreedom
2021,NPL,Nepal,96.60803026,22.82805008,20.77242091,4.96,7.13,4546.2297,LowFreedom
2022,NPL,Nepal,91.33133901,23.72066574,21.79327286,4.98,7.14,4763.387511,LowFreedom
2023,NPL,Nepal,95.09614692,24.02659233,22.93533341,4.98,7.14,4861.230304,LowFreedom
2013,NZL,New Zealand,84.03641509,30.8935973,72.53771381,8.99,8.65,43338.43738,HighFreedom
2014,NZL,New Zealand,86.48869495,29.53663264,70.66604691,9,8.97,44255.50466,HighFreedom
2015,NZL,New Zealand,91.36558457,28.83735892,68.99304275,9.02,9.03,44963.83392,HighFreedom
2016,NZL,New Zealand,115.0982823,29.50939444,65.59109587,9.01,9.06,45626.68184,HighFreedom
2017,NZL,New Zealand,114.2003467,27.08145483,65.35657765,8.92,9.04,46193.28848,HighFreedom
2018,NZL,New Zealand,114.4869122,26.55435271,64.10979441,8.86,8.94,46947.93725,HighFreedom
2019,NZL,New Zealand,114.1033727,24.994534,62.43664407,8.86,8.87,47277.66283,HighFreedom
2020,NZL,New Zealand,124.7434195,21.27559439,53.75908458,8.84,8.61,46104.60579,HighFreedom
2021,NZL,New Zealand,120.7253665,17.67426877,53.72206115,8.79,8.67,47996.67988,HighFreedom
2022,NZL,New Zealand,113.9540719,16.90982547,50.87359425,8.73,8.54,49618.52533,HighFreedom
2023,NZL,New Zealand,109.558014,15.9533033,43.44530621,8.73,8.65,49083.50859,HighFreedom
2013,PAK,Pakistan,27.48636776,8.520620414,5.92354214,3.69,5.88,4407.147058,LowFreedom
2014,PAK,Pakistan,27.36225746,8.846231548,6.908732785,3.67,5.83,4520.234634,LowFreedom
2015,PAK,Pakistan,28.33976976,9.264554308,8.11099405,3.71,5.87,4645.286311,LowFreedom
2016,PAK,Pakistan,29.77483879,9.647144777,9.15993768,3.75,5.85,4886.612121,LowFreedom
2017,PAK,Pakistan,29.89757738,9.948728328,9.76520739,3.79,5.82,5031.560607,LowFreedom
2018,PAK,Pakistan,27.86105056,10.08356986,10.25640249,3.86,6.05,5255.063507,LowFreedom
2019,PAK,Pakistan,29.12119027,10.24480486,10.67380037,3.82,5.97,5295.952951,LowFreedom
2020,PAK,Pakistan,31.7151185,10.16979358,10.98469186,4.01,6.07,5135.014593,LowFreedom
2021,PAK,Pakistan,31.96873477,10.22088731,11.17894914,4.01,6.09,5367.273647,LowFreedom
2022,PAK,Pakistan,28.73367058,10.54154409,11.48540665,3.93,5.95,5526.279283,LowFreedom
2023,PAK,Pakistan,25.9133998,10.67548756,11.83377411,4.03,6.01,5439.179651,LowFreedom
2013,PAN,Panama,125.9501435,23.66805984,56.13859256,5.76,7,28135.3279,HighFreedom
2014,PAN,Panama,129.1969111,24.03739532,61.56005557,5.76,7.02,28931.80445,HighFreedom
2015,PAN,Panama,127.223764,23.67988992,67.8870217,5.81,7.01,29933.15557,HighFreedom
2016,PAN,Panama,123.1640075,23.42856261,69.42812697,5.76,6.98,30765.23716,HighFreedom
2017,PAN,Panama,113.3101652,22.27137077,70.64357879,5.72,6.93,31979.81227,HighFreedom
2018,PAN,Panama,108.9822744,21.71533369,70.1142062,5.7,6.88,32681.44636,HighFreedom
2019,PAN,Panama,109.7188871,20.2434109,73.81753337,5.71,6.82,33163.72691,HighFreedom
2020,PAN,Panama,148.3275968,19.9033375,72.93671372,5.72,6.65,26881.79871,HighFreedom
2021,PAN,Panama,126.6394546,19.5722849,73.1237989,5.66,6.9,30932.76278,HighFreedom
2022,PAN,Panama,112.7662204,19.04562175,72.17770941,5.71,6.9,33833.02651,HighFreedom
2023,PAN,Panama,110.6336589,18.45873467,72.21417175,5.74,6.83,35863.88015,HighFreedom
2013,PER,Peru,30.30625434,7.864172846,41.55309381,5.41,6.65,14052.13762,HighFreedom
2014,PER,Peru,30.08878183,8.177609769,56.26305967,5.45,6.62,14244.56602,HighFreedom
2015,PER,Peru,33.35281794,8.310854021,122.1763477,5.44,6.96,14542.79309,HighFreedom
2016,PER,Peru,30.75698787,8.129679739,111.0477764,5.52,6.79,14917.44895,HighFreedom
2017,PER,Peru,31.43562587,7.680248226,108.6231471,5.39,6.84,15069.52211,HighFreedom
2018,PER,Peru,31.47896778,7.294567851,125.4725287,5.5,6.93,15386.26016,HighFreedom
2019,PER,Peru,32.76053671,6.629941063,128.0651727,5.57,6.87,15463.54324,HighFreedom
2020,PER,Peru,44.53281648,6.090699094,126.1592256,5.58,6.56,13609.59996,HighFreedom
2021,PER,Peru,36.78072701,5.41087737,118.6968416,5.19,6.78,15280.55121,HighFreedom
2022,PER,Peru,33.80813112,5.181614188,121.5158012,5.1,6.85,15559.82164,HighFreedom
2023,PER,Peru,32.51108615,4.749731343,127.7662107,5.12,6.73,15327.582,HighFreedom
2013,PHL,Philippines,43.09828865,8.161470685,21.71510146,5.01,7.03,7016.538465,HighFreedom
2014,PHL,Philippines,43.89698336,8.524133835,22.93610158,5,6.99,7340.361586,HighFreedom
2015,PHL,Philippines,45.10660335,8.658536139,24.74255286,4.97,6.96,7691.763087,HighFreedom
2016,PHL,Philippines,48.79876213,8.712672408,26.65907331,4.94,6.86,8131.825379,HighFreedom
2017,PHL,Philippines,49.41051798,8.861616731,27.71937771,4.73,6.8,8584.136227,HighFreedom
2018,PHL,Philippines,47.73161383,8.89508143,28.4958661,4.44,6.76,9016.286596,HighFreedom
2019,PHL,Philippines,49.40874223,9.080487869,28.60058218,4.54,6.76,9452.293972,HighFreedom
2020,PHL,Philippines,58.25707647,9.047244921,29.32213495,4.52,6.63,8455.184571,HighFreedom
2021,PHL,Philippines,59.24448309,8.891389517,29.04040506,4.53,6.5,8857.789951,HighFreedom
2022,PHL,Philippines,57.45801535,8.931248976,29.08212339,4.55,6.55,9457.103954,HighFreedom
2023,PHL,Philippines,56.54624928,8.775518007,28.46983836,4.57,6.65,9898.532946,HighFreedom
2013,POL,Poland,41.14396036,33.03429473,58.45100743,6.66,6.86,29168.62421,HighFreedom
2014,POL,Poland,43.3891655,33.0380083,63.61280582,6.74,7.05,30334.87866,HighFreedom
2015,POL,Poland,45.29261797,31.21467536,68.65864273,6.61,7.02,31700.36824,HighFreedom
2016,POL,Poland,47.7928302,31.1358068,72.75159163,6.38,6.83,32675.30523,HighFreedom
2017,POL,Poland,46.0693116,29.42552432,72.14300053,6.69,6.77,34354.59876,HighFreedom
2018,POL,Poland,46.49899129,29.82465577,71.13827142,6.55,6.87,36500.41143,HighFreedom
2019,POL,Poland,47.41099942,29.03428294,70.70624904,6.55,6.85,38181.62303,HighFreedom
2020,POL,Poland,52.60660745,26.10943658,68.850313,6.55,6.48,37852.80213,HighFreedom
2021,POL,Poland,50.31605526,23.768982,68.43777942,6.53,6.62,41059.58478,HighFreedom
2022,POL,Poland,46.02937408,22.6368324,68.3466844,6.46,6.4,43405.02158,LowFreedom
2023,POL,Poland,46.20084944,21.80504976,70.90172613,6.47,6.54,43672.7668,LowFreedom
2013,PRT,Portugal,88.31205515,58.25903119,181.1393568,7.72,6.9,34651.7718,HighFreedom
2014,PRT,Portugal,87.78012271,53.57191081,177.4815688,7.71,6.52,35097.40968,HighFreedom
2015,PRT,Portugal,87.28347769,35.58634674,173.8537794,7.86,6.71,35803.35741,HighFreedom
2016,PRT,Portugal,85.89197492,42.80073973,169.1852259,7.88,6.82,36636.29768,HighFreedom
2017,PRT,Portugal,84.09126736,39.18489112,168.455565,7.91,6.64,37943.11506,HighFreedom
2018,PRT,Portugal,83.6498281,35.56805772,166.2660189,7.94,6.78,39123.61476,HighFreedom
2019,PRT,Portugal,83.78238323,34.6512696,170.737891,7.93,6.79,40188.28668,HighFreedom
2020,PRT,Portugal,98.191131,32.97964171,165.9515848,7.87,6.37,36852.22839,HighFreedom
2021,PRT,Portugal,99.46616922,30.62317835,162.4050706,7.87,6.56,38657.66772,HighFreedom
2022,PRT,Portugal,93.87388192,29.73240723,159.3366203,7.87,6.65,41070.86131,HighFreedom
2023,PRT,Portugal,83.36680064,29.04193521,160.1539006,7.81,6.74,41571.02034,HighFreedom
2013,PRY,Paraguay,26.64578472,11.15770779,25.36502768,4.25,6.66,13700.70305,HighFreedom
2014,PRY,Paraguay,35.33575461,9.8384736,25.98305317,4.31,6.62,14219.35442,HighFreedom
2015,PRY,Paraguay,39.14871314,10.94851571,27.35966664,4.4,6.58,14427.60023,HighFreedom
2016,PRY,Paraguay,38.49245971,10.93033588,26.99496315,4.35,6.75,14826.66369,HighFreedom
2017,PRY,Paraguay,38.5041954,12.64828091,29.2435431,4.37,6.74,15320.33665,HighFreedom
2018,PRY,Paraguay,38.84762671,12.48552363,31.6108752,4.4,6.73,15592.98414,HighFreedom
2019,PRY,Paraguay,42.28070903,11.94027259,32.39070309,4.4,6.62,15321.32455,HighFreedom
2020,PRY,Paraguay,49.61950532,10.64150769,28.14230046,4.44,6.5,14991.66062,HighFreedom
2021,PRY,Paraguay,47.02939942,10.43356632,28.09685638,4.51,6.59,15406.16706,LowFreedom
2022,PRY,Paraguay,44.83039897,9.906547541,28.36685777,4.51,6.64,15259.14563,HighFreedom
2023,PRY,Paraguay,46.83496504,10.05265952,28.88600941,4.51,6.59,15826.0875,HighFreedom
2013,ROU,Romania,31.36312854,31.66184438,63.94101756,6.69,6.72,26940.58787,HighFreedom
2014,ROU,Romania,32.1829185,30.78374375,65.21222559,6.74,6.71,28154.7262,HighFreedom
2015,ROU,Romania,32.90536545,28.76190385,68.76051572,6.74,6.78,29180.42242,HighFreedom
2016,ROU,Romania,33.05796244,28.11475372,67.00211279,6.92,6.67,30187.64172,HighFreedom
2017,ROU,Romania,32.76120275,26.79983742,67.12998425,6.83,6.61,32850.9967,HighFreedom
2018,ROU,Romania,31.71018208,25.70885697,65.02972281,6.65,6.61,35067.19666,HighFreedom
2019,ROU,Romania,32.09316132,23.78926535,64.75181014,6.78,6.6,36635.4689,HighFreedom
2020,ROU,Romania,36.90979324,22.74215304,63.29569309,6.92,6.38,35484.23669,HighFreedom
2021,ROU,Romania,37.62297397,21.80906404,63.1521683,6.9,6.44,37732.5405,HighFreedom
2022,ROU,Romania,34.53337652,21.51557,63.38404411,6.88,6.35,39380.23614,HighFreedom
2023,ROU,Romania,33.7749306,21.12451131,63.79764577,6.85,6.43,40303.81833,HighFreedom
2013,RWA,Rwanda,17.12488406,5.979473256,5.160578986,5.53,6.8,2032.404802,LowFreedom
2014,RWA,Rwanda,18.53481524,5.857223421,5.541834467,5.62,6.85,2106.214544,LowFreedom
2015,RWA,Rwanda,19.76306252,6.13111924,5.547203122,5.74,6.74,2238.539415,LowFreedom
2016,RWA,Rwanda,18.69243276,6.198482209,5.673667926,5.67,6.67,2316.637316,LowFreedom
2017,RWA,Rwanda,18.57922465,6.103119576,5.593378212,5.83,6.57,2351.596869,LowFreedom
2018,RWA,Rwanda,19.76675997,5.697134702,5.12207181,5.85,6.64,2493.440017,LowFreedom
2019,RWA,Rwanda,19.65541043,5.253780971,4.9683904,5.94,6.61,2667.464584,LowFreedom
2020,RWA,Rwanda,23.28267489,4.528471064,4.20141482,5.92,6.28,2520.317394,LowFreedom
2021,RWA,Rwanda,23.79376771,3.319197862,4.112388528,5.92,6.52,2733.435668,LowFreedom
2022,RWA,Rwanda,23.93715743,3.150822904,4.110284014,5.97,6.5,2892.459649,LowFreedom
2013,SAU,Saudi Arabia,49.59265877,8.645407162,67.73374019,4.13,6.33,57998.48168,LowFreedom
2014,SAU,Saudi Arabia,54.80709427,9.148747843,73.47410535,4.27,6.23,58872.26714,LowFreedom
2015,SAU,Saudi Arabia,63.92054066,8.947344675,77.08860297,4.35,5.61,58498.5399,LowFreedom
2016,SAU,Saudi Arabia,64.74517107,8.8332229,76.96047638,4.43,6.19,57308.46378,LowFreedom
2017,SAU,Saudi Arabia,60.38506968,9.033010607,79.08413727,4.48,6.25,57942.5485,LowFreedom
2019,SAU,Saudi Arabia,56.18598428,9.412212061,84.58895199,5.77,6.44,62647.71413,LowFreedom
2020,SAU,Saudi Arabia,55.566412390000004,8.67309698,77.83668546,6.42,6.21,57420.73357,LowFreedom
2021,SAU,Saudi Arabia,56.94631839,8.560363943,71.85320196,6.44,6.55,62690.49666,HighFreedom
2022,SAU,Saudi Arabia,53.79528666,8.059130426,67.02606374,6.45,6.7,67178.59023,HighFreedom
2023,SAU,Saudi Arabia,63.95637385,7.540683335,62.36602485,5.86,6.66,64481.84419,HighFreedom
2013,SGP,Singapore,139.6789776,9.101539503,58.12622535,8.54,8.21,104359.0307,HighFreedom
2014,SGP,Singapore,137.9538281,9.002416803,57.47696882,8.56,8.23,107066.8586,HighFreedom
2015,SGP,Singapore,132.2515534,8.959197786,58.0796032,8.6,8.26,108953.7243,HighFreedom
2016,SGP,Singapore,135.1003145,8.705074324,55.96119209,8.6,8.26,111579.7427,HighFreedom
2017,SGP,Singapore,127.771467,8.240181976,63.25611299,8.59,8.26,116471.8208,HighFreedom
2018,SGP,Singapore,123.4111484,8.13195287,64.63081945,8.58,8.23,119927.7691,HighFreedom
2019,SGP,Singapore,133.2024315,7.809086021,58.69796373,8.59,8.23,120114.1339,HighFreedom
2020,SGP,Singapore,158.553768,7.00898973,53.92916955,8.58,8.06,115893.0424,HighFreedom
2021,SGP,Singapore,272.6599348,6.952086346,54.17616837,8.59,8.21,132617.354,HighFreedom
2022,SGP,Singapore,244.5847698,6.431087271,51.0858155,8.58,8.2,133571.9624,HighFreedom
2023,SGP,Singapore,263.7455677,6.091829152,47.58523149,8.58,8.2,129555.2455,HighFreedom
2013,SLV,El Salvador,43.80890502,12.03445758,34.19830416,4.79,6.85,9327.564245,HighFreedom
2014,SLV,El Salvador,43.39856646,11.96389654,34.24149698,4.74,6.74,9451.744608,HighFreedom
2015,SLV,El Salvador,44.13154318,11.75127775,36.68028894,4.54,6.85,9646.154323,HighFreedom
2016,SLV,El Salvador,43.87108735,13.59563273,37.60637127,4.5,6.92,9863.761212,HighFreedom
2017,SLV,El Salvador,46.89986952,15.24620287,38.30414288,4.42,6.6,10064.79349,HighFreedom
2018,SLV,El Salvador,47.37528771,15.38205905,36.33956358,4.48,6.63,10297.20361,HighFreedom
2019,SLV,El Salvador,50.88798869,10.71774949,36.9093868,4.56,6.67,10543.93833,HighFreedom
2020,SLV,El Salvador,61.19423803,9.558281129,38.38553447,4.63,6.14,9692.449316,HighFreedom
2021,SLV,El Salvador,53.77886138,9.39618394,37.64953703,4.25,6.31,10809.7134,HighFreedom
2022,SLV,El Salvador,50.45974321,9.204779807,38.38179115,4.21,6.25,11085.61781,HighFreedom
2023,SLV,El Salvador,50.76849027,9.387695507,46.66299211,4.43,6.25,11424.64592,HighFreedom
2013,SRB,Serbia,35.71099551,32.79445562,43.52511414,5.13,5.94,18163.2347,LowFreedom
2014,SRB,Serbia,38.83873407,29.66997755,43.0730176,5.15,5.84,17922.46537,LowFreedom
2015,SRB,Serbia,40.12473123,28.9083915,44.50608935,5.14,6.34,18247.83922,LowFreedom
2016,SRB,Serbia,42.85581667,28.84251705,49.33327313,5.17,6.44,18889.41276,LowFreedom
2017,SRB,Serbia,41.96458371,27.42170646,44.62259505,5.18,6.35,19439.02197,LowFreedom
2018,SRB,Serbia,44.8933015,27.06160122,47.57496314,5.38,6.63,20454.25772,LowFreedom
2019,SRB,Serbia,44.66944677,27.1858361,49.5860247,5.42,6.67,21541.15993,LowFreedom
2020,SRB,Serbia,51.36856662,26.99805012,51.42646742,5.39,6.18,21479.11229,LowFreedom
2021,SRB,Serbia,50.95769115,26.17609288,52.88151314,5.4,6.25,23406.343,LowFreedom
2022,SRB,Serbia,47.94184407,24.3176303,53.80363303,5.42,6.49,24634.48629,LowFreedom
2023,SRB,Serbia,45.28157333,23.92143334,54.25952234,5.4,6.44,25741.6825,LowFreedom
2013,SUR,Suriname,46.96080536,11.95364972,41.58873966,4.98,6.69,24624.02199,LowFreedom
2014,SUR,Suriname,49.20022518,12.00694933,45.82243927,4.98,6.45,24414.35548,LowFreedom
2015,SUR,Suriname,57.75693909,10.60798202,45.8071951,4.99,6.44,23327.52525,LowFreedom
2016,SUR,Suriname,76.77978097,10.9126537,48.15801523,4.96,6.04,21950.41221,LowFreedom
2017,SUR,Suriname,64.7613504,11.21039577,49.27903142,4.95,6.27,22070.51376,LowFreedom
2018,SUR,Suriname,64.521188,11.27540994,46.48230221,4.94,6.4,22938.53537,LowFreedom
2019,SUR,Suriname,62.46463146,11.10572194,46.91600901,4.91,6.4,22966.7406,LowFreedom
2020,SUR,Suriname,79.34489739,10.71397482,43.97193831,4.91,6.17,19091.36172,LowFreedom
2021,SUR,Suriname,76.04943636,10.57522621,40.75868435,4.95,5.74,18458.235,LowFreedom
2022,SUR,Suriname,76.60435805,10.44495509,27.85321356,4.9,5.9,18742.58738,LowFreedom
2023,SUR,Suriname,65.3516183,10.30677692,19.32520673,4.86,5.9,19043.70529,LowFreedom
2013,SVK,Slovak Republic,44.91189773,26.94927252,56.32070638,6.49,6.72,31078.12394,HighFreedom
2014,SVK,Slovak Republic,45.13339072,28.02920268,59.00081777,6.62,6.71,31888.74288,HighFreedom
2015,SVK,Slovak Republic,47.21941888,28.28740966,59.558172,6.66,6.71,33507.72572,HighFreedom
2016,SVK,Slovak Republic,48.75023033,28.29707136,60.18569409,6.64,6.83,34116.38337,HighFreedom
2017,SVK,Slovak Republic,49.53574253,26.97163994,60.82224536,6.67,6.84,35042.71724,HighFreedom
2018,SVK,Slovak Republic,49.88242377,25.67318622,62.03808951,6.68,6.87,36415.72072,HighFreedom
2019,SVK,Slovak Republic,51.09367038,24.88727783,62.03311859,6.74,6.88,37194.13759,HighFreedom
2020,SVK,Slovak Republic,55.87598454,23.40342387,63.35252414,6.75,6.48,36201.41546,HighFreedom
2021,SVK,Slovak Republic,54.69013014,21.13670953,63.08259693,6.76,6.56,38346.09358,HighFreedom
2022,SVK,Slovak Republic,52.32085186,20.70374777,60.75290219,6.71,6.75,38623.67106,HighFreedom
2023,SVK,Slovak Republic,49.87414283,20.0284913,72.6197157,6.62,6.8,39497.53511,HighFreedom
2013,SVN,Slovenia,51.64908036,34.4912624,100.8599518,6.55,5.94,36688.0835,HighFreedom
2014,SVN,Slovenia,52.78112415,31.897328129999998,96.20370623,6.58,6.32,37664.65194,HighFreedom
2015,SVN,Slovenia,53.50198343,31.23502966,96.1515485,6.62,6.42,38537.09519,HighFreedom
2016,SVN,Slovenia,54.90438155,30.6773956,95.39019484,6.61,6.39,39677.41715,HighFreedom
2017,SVN,Slovenia,54.87091061,29.49635822,93.72781011,6.59,6.57,41703.30395,HighFreedom
2018,SVN,Slovenia,54.5879672,27.93816353,89.72011866,6.62,6.56,43371.98096,HighFreedom
2019,SVN,Slovenia,54.51808167,27.46938179,87.1461907,6.73,6.6,44580.77777,HighFreedom
2020,SVN,Slovenia,62.7980667,24.66160356,79.5336715,6.66,6.29,42474.22471,HighFreedom
2021,SVN,Slovenia,60.93697739,22.58944357,79.78994054,6.69,6.29,45914.05724,HighFreedom
2022,SVN,Slovenia,60.15589856,21.41383747,71.15639741,6.78,6.28,47064.15179,HighFreedom
2023,SVN,Slovenia,56.36798059,20.78852252,72.5658026,6.76,6.31,47868.38601,HighFreedom
2013,SWE,Sweden,50.16982944,21.57704353,40.60749413,8.92,7.63,56360.70842,HighFreedom
2014,SWE,Sweden,51.18820047,21.12774605,40.22613287,8.97,7.63,57085.38536,HighFreedom
2015,SWE,Sweden,52.33165042,19.33419502,40.55736311,9.05,7.68,58975.97789,HighFreedom
2016,SWE,Sweden,54.84610465,17.57078626,34.82388097,8.87,7.66,59608.08746,HighFreedom
2017,SWE,Sweden,56.63099862,16.20796437,32.06568211,8.84,7.46,59883.66776,HighFreedom
2018,SWE,Sweden,57.8604109,14.9377996,31.93104042,8.7,7.24,60318.46072,HighFreedom
2019,SWE,Sweden,59.45703567,14.29308056,29.674707,8.69,7.24,61232.48485,HighFreedom
2020,SWE,Sweden,69.94238971,13.81915064,28.34276096,8.68,7.13,59572.47476,HighFreedom
2021,SWE,Sweden,71.19173427,11.41370447,26.86126158,8.6,7.23,62731.70062,HighFreedom
2022,SWE,Sweden,69.09843482,10.58604385,24.59290536,8.58,6.88,63215.4363,HighFreedom
2023,SWE,Sweden,64.25679512,10.51715742,23.50016963,8.41,7.35,62845.48323,HighFreedom
2013,SWZ,Eswatini,14.82328142,6.525470614,29.08090165,3.1,5.76,9040.764747,LowFreedom
2014,SWZ,Eswatini,22.53279421,6.447959361,35.60394952,2.91,5.72,9119.663634,LowFreedom
2015,SWZ,Eswatini,21.18500553,7.474400179,35.57260826,2.91,5.51,9253.290936,LowFreedom
2016,SWZ,Eswatini,25.72856727,6.836578429,35.82367097,2.97,5.34,9629.555662,LowFreedom
2017,SWZ,Eswatini,25.62493121,6.068926825,34.79518046,3,5.46,9696.551595,LowFreedom
2018,SWZ,Eswatini,25.92001769,6.504773043,38.09938497,3.12,5.4,9632.16197,LowFreedom
2019,SWZ,Eswatini,8.29681879,6.139521274,35.00833407,3.06,5.41,10123.31602,LowFreedom
2020,SWZ,Eswatini,10.67108488,6.289978267,37.09803509,3.04,5.36,9727.5139,LowFreedom
2021,SWZ,Eswatini,5.174857771,6.053627573,38.84411026,3.07,5.45,9946.040554,LowFreedom
