year,iso_code,country,legal_rights,regulation,gdp_ppp,deposits_gdp,at_ms_100k,branches_100k,high_freedom
2018,THA,Thailand,5.04,6.95,20879.90278,73.04532504,114.09676,11.36059016,0
2019,THA,Thailand,5.06,6.94,21277.83927,73.40547314,111.6742369,10.9040379,0
2020,THA,Thailand,5.04,6.81,19957.25714,87.03401506,108.4731395,10.26821777,1
2021,THA,Thailand,5.06,6.71,20242.77,88.00856044,104.8244373,9.354151005,1
2022,THA,Thailand,5.08,6.68,20762.79526,85.43177076,99.73388034,8.695374094,1
2023,THA,Thailand,5.12,6.83,21191.45403,83.48212266,97.87498492,8.347189471,1
2013,TJK,Tajikistan,3.52,5.79,2828.385421,9.957575933,11.01873426,6.896762503,0
2014,TJK,Tajikistan,3.62,5.95,2943.088679,14.13534742,13.76976715,7.060917528,0
2015,TJK,Tajikistan,3.74,5.77,3041.444796,16.88453999,14.51517321,7.086147553,0
2016,TJK,Tajikistan,3.73,6.01,3169.966782,16.15014336,14.83715067,6.889340296,0
2017,TJK,Tajikistan,3.82,5.94,3312.712022,14.40779021,12.41283607,5.128222784,0
2018,TJK,Tajikistan,3.89,6.04,3479.69236,12.72338979,12.010631,4.729850262,0
2019,TJK,Tajikistan,3.87,6.09,3649.883755,11.34534404,15.22978502,4.579343104,0
2020,TJK,Tajikistan,3.83,6.08,3724.748959,12.50700355,21.85972318,4.610105044,0
2021,TJK,Tajikistan,3.8,6.12,3985.912476,8.886619011,23.57056304,3.472150929,0
2022,TJK,Tajikistan,3.77,6.11,4213.756184,12.36956016,28.24879123,3.637605368,0
2023,TJK,Tajikistan,3.76,6.09,4472.324138,13.94830736,36.02652517,3.84390157,0
2013,TLS,Timor-Leste,3.66,6.91,4342.353469,36.33445687,3.040728385,4.778287462,0
2014,TLS,Timor-Leste,3.6,6.64,4447.484581,40.29436916,5.198739376,4.917726437,0
2015,TLS,Timor-Leste,3.62,6.6,4469.936113,45.56075727,6.542647155,4.906985366,0
2016,TLS,Timor-Leste,3.63,5.41,4517.581269,55.88130954,6.084036414,4.761419802,0
2017,TLS,Timor-Leste,4.27,6.3,4292.078142,62.43853933,11.81386485,5.008051406,0
2018,TLS,Timor-Leste,4.6,6.29,4210.490503,65.02503956,11.4752851,5.862373912,0
2019,TLS,Timor-Leste,4.62,6.59,5096.451711,51.06822853,8.726267884,6.059908253,0
2020,TLS,Timor-Leste,4.6,6.48,6598.034599,51.14469662,13.19823992,5.538547109,0
2021,TLS,Timor-Leste,4.58,6.15,6824.792339,39.89353429,13.07820884,5.391893117,0
2022,TLS,Timor-Leste,4.5,6.82,5347.00759,53.54941273,15.46547724,5.379296433,0
2023,TLS,Timor-Leste,4.55,6.86,4330.463856,83.9408264,16.1458974,5.272129765,0
2013,TTO,Trinidad and Tobago,5.48,6.53,38033.89842,41.28995212,40.02036385,12.47146222,0
2014,TTO,Trinidad and Tobago,5.44,6.62,39299.08591,43.95192348,40.18756667,13.24152542,0
2015,TTO,Trinidad and Tobago,5.4,6.59,38951.92457,48.89973449,40.73368556,12.90207235,0
2016,TTO,Trinidad and Tobago,5.39,6.92,35955.50195,55.29634047,41.73347079,12.84106794,1
2017,TTO,Trinidad and Tobago,5.39,6.86,34153.88426,52.91784957,42.76350957,12.15287772,1
2018,TTO,Trinidad and Tobago,5.3,6.89,33753.5953,54.82347477,43.25978866,11.81464816,1
2019,TTO,Trinidad and Tobago,5.31,6.88,33793.70547,58.70008779,44.44299914,11.56240628,1
2020,TTO,Trinidad and Tobago,5.34,6.88,30723.40355,69.87806558,44.21356141,11.25599832,1
2021,TTO,Trinidad and Tobago,5.36,6.31,30424.66489,61.04221203,44.52663519,11.1316588,0
2022,TTO,Trinidad and Tobago,5.39,6.19,30793.39983,53.2575768,44.62813472,10.48492322,0
2023,TTO,Trinidad and Tobago,5.32,6.53,31193.9157,61.06253304,44.96029845,10.3480052,0
2013,TUN,Tunisia,4.99,5.7,12587.98124,58.02674035,23.00948385,18.01361345,0
2014,TUN,Tunisia,5.08,5.75,12823.98881,58.45761751,24.33480173,19.10340715,0
2015,TUN,Tunisia,5.22,5.68,12802.76104,57.98766244,26.19579006,19.83611849,0
2016,TUN,Tunisia,5.19,5.68,12803.87361,59.31347505,27.53216241,20.49039341,0
2017,TUN,Tunisia,5.18,5.72,12953.52321,61.50182781,29.77698617,21.54883357,0
2018,TUN,Tunisia,5.12,5.63,13163.59059,60.51717552,30.56326255,21.96379966,0
2019,TUN,Tunisia,5.12,5.66,13249.22409,61.21611323,32.0923901,22.15207025,0
2020,TUN,Tunisia,5.1,5.42,11955.56592,68.82205481,32.85189569,22.26170197,0
2021,TUN,Tunisia,4.96,5.59,12444.3264,68.20058235,33.23691862,22.28698536,0
2022,TUN,Tunisia,4.72,5.38,12702.45358,69.81419435,33.31803927,22.50804035,0
2023,TUN,Tunisia,4.62,5.61,12622.96039,68.87664415,34.78584577,22.42043755,0
2013,TUR,Turkiye,5.18,6.49,23756.27304,45.63945562,73.27137222,19.20776992,1
2014,TUR,Turkiye,4.97,6.45,24595.69906,45.16333814,77.98052745,19.1871519,0
2015,TUR,Turkiye,4.97,6.41,25746.43245,46.42327237,81.06503916,18.77809998,0
2016,TUR,Turkiye,4.88,6.37,26246.49471,52.23255615,79.89707647,17.77763991,0
2017,TUR,Turkiye,4.66,5.9,27851.982,51.24408196,80.94321325,17.10870654,0
2018,TUR,Turkiye,4.67,5.92,28305.46125,50.49902615,82.99320728,16.66702884,0
2019,TUR,Turkiye,4.75,5.83,28132.05357,50.73764474,83.34788903,15.9845482,0
2020,TUR,Turkiye,4.73,5.81,28378.55208,58.41135546,81.98692657,15.38400094,0
2021,TUR,Turkiye,4.75,5.9,31338.26652,61.56909722,80.10703061,14.96112316,0
2022,TUR,Turkiye,4.74,5.81,32748.3189,50.02561989,78.72139266,14.44276603,0
2023,TUR,Turkiye,4.72,5.72,34282.5365,47.11684653,79.37201969,14.17732358,0
2013,TZA,Tanzania,5.18,6.47,2924.863281,19.80141712,5.676164335,2.514473847,0
2014,TZA,Tanzania,5.2,6.47,3027.569092,20.06161937,5.789603368,2.646675826,0
2015,TZA,Tanzania,5.32,6.51,3111.44458,20.61302124,6.136965992,2.647454556,0
2016,TZA,Tanzania,5.36,6.5,3214.246826,25.60522966,6.611539638,2.824476379,0
2017,TZA,Tanzania,5.3,6.5,3319.376709,24.60001515,6.919344808,2.754271172,0
2018,TZA,Tanzania,5.11,6.44,3392.688721,16.24539727,6.637678833,2.520088885,0
2019,TZA,Tanzania,5.18,6.39,3484.632568,15.67956826,6.201344535,2.675266024,0
2020,TZA,Tanzania,5.15,6.42,3449.821533,15.69203626,5.960501512,2.490782945,0
2021,TZA,Tanzania,5.15,6.41,3493.083008,17.08137632,5.731901075,2.462926243,0
2022,TZA,Tanzania,5.21,6.63,3546.980957,17.76814881,5.638881177,2.357880703,0
2023,TZA,Tanzania,5.22,6.6,3620.793457,18.27329578,5.59545495,2.73875898,0
2013,UGA,Uganda,4.26,6.54,2420.888081,11.35701092,4.938407605,3.013921775,0
2014,UGA,Uganda,4.33,6.65,2470.503809,12.14464733,4.540009541,3.110253305,0
2015,UGA,Uganda,4.44,6.72,2520.020103,12.87435661,4.730876739,3.094054961,0
2016,UGA,Uganda,4.41,6.57,2554.227691,13.71307308,4.626569989,2.937036999,0
2017,UGA,Uganda,4.34,6.61,2543.847544,14.0383125,4.265630065,2.709378217,0
2018,UGA,Uganda,4.33,6.6,2613.879764,13.61862944,4.213527971,2.626731267,0
2019,UGA,Uganda,4.45,6.58,2689.410091,14.4293322,4.107781321,2.615601885,0
2020,UGA,Uganda,4.47,6.46,2678.009072,16.60403892,3.966828444,2.48029439,0
2021,UGA,Uganda,4.46,6.34,2684.920359,18.98478694,3.744020012,2.297645965,0
2022,UGA,Uganda,4.54,6.43,2724.906096,18.39453436,3.631902265,2.315005624,0
2023,UGA,Uganda,4.96,6.48,2791.055769,18.00083109,3.607324541,2.236247937,0
2013,UKR,Ukraine,4.36,5.06,17889.0918,43.73808505,102.4496407,49.37387147,0
2014,UKR,Ukraine,4.37,5.11,16978.8125,40.41766443,93.49983505,39.60636253,0
2015,UKR,Ukraine,4.5,4.78,15403.70996,34.2816106,85.73287125,31.42904202,0
2016,UKR,Ukraine,4.64,5.25,15856.8125,31.92056287,87.39450599,27.01797414,0
2017,UKR,Ukraine,4.71,5.21,16310.36035,28.42422884,96.25096971,24.92437888,0
2018,UKR,Ukraine,4.75,5.3,16978.98438,24.76505383,95.67730536,22.45677248,0
2019,UKR,Ukraine,4.8,5.28,17636.55469,25.39115446,94.4363655,21.22912675,0
2020,UKR,Ukraine,4.77,4.9,17092.53906,30.3125843,91.82226026,19.04289481,0
2021,UKR,Ukraine,4.8,4.76,17846.4082,26.19697467,89.43373109,17.95431766,0
2022,UKR,Ukraine,4.53,4.27,13787.12109,33.3886485,80.87887211,15.43845793,0
2023,UKR,Ukraine,4.57,4.58,15916.95801,34.56299498,90.10868827,16.06742431,0
2013,URY,Uruguay,6.29,6.91,28119.48333,35.37159624,45.59501495,12.76050961,1
2014,URY,Uruguay,6.34,6.82,28935.09744,37.85541343,52.71391454,12.38322561,1
2015,URY,Uruguay,6.35,6.77,28941.62941,43.88784245,55.53821424,12.16192759,1
2016,URY,Uruguay,6.29,6.95,29332.56726,41.56590822,83.28680282,11.60922162,1
2017,URY,Uruguay,6.28,6.94,29762.43332,39.43842171,86.11596155,11.13696908,1
2018,URY,Uruguay,6.29,6.98,29757.93885,41.18324734,121.8278174,10.18937037,1
2019,URY,Uruguay,6.35,6.99,30010.57426,49.62200365,263.2917143,9.993284955,1
2020,URY,Uruguay,6.36,6.92,27788.1855,60.57384131,265.9121727,10.16248232,1
2021,URY,Uruguay,6.32,6.82,29431.88501,59.72221172,280.7069342,9.792952144,1
2022,URY,Uruguay,6.29,6.9,30804.70328,55.55971491,304.149729,9.656125336,1
2023,URY,Uruguay,6.32,6.51,31059.25371,53.53016883,317.7853825,9.0380994,1
2013,VNM,Vietnam,4.86,5.48,8324.198713,85.67311966,22.15732996,3.692646408,0
2014,VNM,Vietnam,4.96,5.5,8751.882806,90.73806677,22.97995599,3.879248408,0
2015,VNM,Vietnam,5.01,5.57,9248.023961,100.1073391,24.00627596,3.795761175,0
2016,VNM,Vietnam,5.06,5.75,9743.188223,109.0703627,24.49943306,3.872907172,0
2017,VNM,Vietnam,5.04,5.85,10290.54871,112.3516521,24.40811096,3.487865952,0
2018,VNM,Vietnam,5.05,5.94,10936.89379,113.8077993,25.60924853,3.959809559,0
2019,VNM,Vietnam,5.04,5.93,11628.61391,119.3908538,26.16605098,4.023028634,0
2020,VNM,Vietnam,5.16,5.84,11851.39657,131.3525666,26.47834552,4.039983866,0
2021,VNM,Vietnam,5.33,5.83,12048.90199,137.268348,27.2070978,2.929523323,0
2022,VNM,Vietnam,5.34,5.85,12979.7639,131.3749439,27.74648821,3.026817684,0
2023,VNM,Vietnam,5.3,5.85,13545.93466,138.7311008,27.34166825,3.071877712,0
2013,ZAF,South Africa,6.03,6.69,14699.06681,37.51032342,56.39551273,9.789071037,0
2014,ZAF,South Africa,5.98,6.56,14661.26243,38.30794995,63.50044013,10.49619002,0
2015,ZAF,South Africa,6.1,6.37,14559.47438,40.26673495,66.25199049,10.03788231,0
2016,ZAF,South Africa,5.87,6.44,14519.03086,40.07683491,66.85258163,9.824668651,0
2017,ZAF,South Africa,5.81,6.26,14591.43668,40.44276791,66.17664843,10.15832475,0
2018,ZAF,South Africa,5.76,6.17,14571.37563,40.72182787,64.87803148,9.844982323,0
2019,ZAF,South Africa,5.77,6.19,14370.23804,41.75455232,62.82184459,9.226943971,0
2020,ZAF,South Africa,5.79,6.03,13266.78581,47.68947429,55.95885843,8.805490537,0
2021,ZAF,South Africa,5.91,6.43,13711.29357,45.69500001,50.62859126,8.893403585,0
2022,ZAF,South Africa,5.91,6.48,13777.19275,46.09801514,46.91286335,8.476996226,0
2023,ZAF,South Africa,5.88,6.47,13690.38946,46.91690325,46.77732163,8.083727296,0
2013,ZMB,Zambia,5.13,5.5,3535.22449,20.42347195,8.901336935,4.354955167,0
2014,ZMB,Zambia,5.16,5.44,3585.577485,20.91677763,9.955942359,4.591500648,0
2015,ZMB,Zambia,5.14,5.41,3576.925448,25.30850077,10.70052869,4.560516384,0
2016,ZMB,Zambia,5.18,5.41,3598.17166,21.58695756,10.8932567,4.567448183,0
2017,ZMB,Zambia,5.14,5.5,3612.505977,21.80816737,11.01428437,4.401580808,0
2018,ZMB,Zambia,5.1,5.43,3646.959665,22.25787597,10.99696667,3.72542168,0
2019,ZMB,Zambia,5,5.39,3591.564189,22.94659752,9.661202005,3.13076725,0
2020,ZMB,Zambia,4.9,5.23,3391.595412,31.63052191,9.555449384,3.009225823,0
2021,ZMB,Zambia,5.06,5.44,3503.034914,25.54633958,8.405545695,2.742298117,0
2022,ZMB,Zambia,5.14,5.61,3585.123791,29.76389787,7.991179531,2.66372651,0
2023,ZMB,Zambia,5.27,5.53,3673.484197,32.00163702,8.362983407,2.602001796,0
